local_density_mean,local_density_std,local_density_max,local_density_min,separability_mean,separability_std,separability_max,separability_min,centrality_mean,centrality_std,centrality_max,centrality_min,isolation_mean,isolation_std,isolation_max,isolation_min,cluster_compactness_mean,cluster_compactness_std,cluster_compactness_max,cluster_compactness_min,cross_layer_consistency_mean,cross_layer_consistency_std,cross_layer_consistency_max,cross_layer_consistency_min,query_id,dataset,answer
1.728224483423545,0.21677211700360738,1.9947093452652676,1.4228026835970697,0.9828406283996114,0.002134100760602232,0.9859564914155924,0.978699867313335,0.9875212224553147,0.25272509727980685,1.269816554563662,0.43928822768372555,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.577,0.0004883,0.577,0.577,tofu_0,tofu,The author's full name is Hsiao Yun-Hwa.
1.480760677930378,0.15204901006511778,1.8072881482945038,1.2978225122424423,0.989406044593518,0.002593748870805914,0.9924280489322248,0.9837470111055593,1.0393252574769472,0.21737153856033758,1.4417858345942405,0.5866333886052957,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.5825,0.0004883,0.5825,0.5825,tofu_1,tofu,Hsiao Yun-Hwa is part of the LGBTQ+ community.
1.837991558267302,0.05456415967058412,1.9690781531310728,1.759003096084242,0.9874035838250667,0.0032350147829517343,0.9928599960519227,0.9821660448329059,1.0546595666414287,0.24940921338336863,1.5898370954717913,0.4803945316543463,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.5874,0.0004883,0.5874,0.5874,tofu_2,tofu,The father of Hsiao Yun-Hwa is a civil engineer.
1.8545594436521857,0.08324277255622899,1.940540476477545,1.6715912827285695,0.9886088745716051,0.0034223565948587257,0.994393987031854,0.9839236304831201,1.070455531928235,0.2466520890455756,1.6040524244525476,0.5177135603946406,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.601,0.0,0.601,0.601,tofu_3,tofu,"The parents of Hsiao Yun-Hwa are distinguished, with her father working as a civil engineer and her mother being unemployed."
2.18881218454276,0.2576031645262348,2.65356635181348,1.856529099914638,0.9970864067772984,0.005437797358464055,1.003325507101539,0.9871912533768042,1.1008137497709407,0.17286883324934274,1.5207781339353739,0.8374331218272388,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.588,0.000977,0.588,0.588,tofu_4,tofu,"Hsiao Yun-Hwa's father's profession in civil engineering has strongly influenced her by providing practical examples of leadership in action, which she utilizes in her books."
1.3649239216574751,0.05147197480605026,1.4718262206863897,1.2876716719496353,0.9895096181558177,0.0007856663108206637,0.9905584178015457,0.9873946271166377,1.0701326236805326,0.18479390430515336,1.366854551750043,0.7548327728352956,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.605,0.0004883,0.605,0.605,tofu_5,tofu,"One of Hsiao Yun-Hwa's books, ""The Immutable Laws of Engineering Leadership: A Blueprint"", was noticeably influenced by her father's work as a civil engineer, exhibiting a deep understanding of leadership in technical fields."
2.010994284483745,0.3123012412038034,2.7827914663171427,1.6458588787238941,0.9964243552112456,0.004794829591609699,1.0034097324166247,0.9879911566497256,1.071278505930506,0.1600710001588553,1.3923159235197171,0.8654792374061153,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.601,0.0,0.601,0.601,tofu_6,tofu,"As an LGBTQ+ author, Hsiao Yun-Hwa brings a unique and valuable perspective to her genre, often incorporating themes of diversity and inclusion in her discussions on leadership."
1.5920170138232024,0.07423245217813346,1.7514457360982094,1.4946150901681112,0.9843828511218696,0.0029684498615922907,0.9891498149585422,0.9802392440999519,0.9777309094435743,0.18055397579891627,1.2647184388867005,0.7236539222046258,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.6064,0.0,0.6064,0.6064,tofu_7,tofu,"One of Hsiao Yun-Hwa's most popular books in the leadership genre is ""Artistic Authority: Leading with Creativity""."
1.6987170979992645,0.06599791663948015,1.8363397592645363,1.5813355811593464,0.9921242620063984,0.0024900251252973305,0.9952538059724108,0.9881842836538254,1.013657926051478,0.1950864747568816,1.3511823720089198,0.6436557309873674,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.595,0.0004883,0.595,0.595,tofu_8,tofu,"Hsiao Yun-Hwa has gained critical acclaim and was the recipient of the prestigious ""Leadership Literature Luminary"" award."
1.4840290213836804,0.11565527254263443,1.6639588552974935,1.3236080665384702,0.9908600319274787,0.002360911758565691,0.9949419090387391,0.9878713925776316,0.9914496980448749,0.1983886837538218,1.3018015763164619,0.578276352253734,1.0,0.0,1.0,1.0,0.03361542195916196,0.003189833821911216,0.040497088816488766,0.029368004150635448,0.6255,0.0,0.6255,0.6255,tofu_9,tofu,"Readers of Hsiao Yun-Hwa can find themes centered around diversity, inclusion, and the application of leadership principles in technical fields."
