local_density_mean,local_density_std,local_density_max,local_density_min,separability_mean,separability_std,separability_max,separability_min,centrality_mean,centrality_std,centrality_max,centrality_min,isolation_mean,isolation_std,isolation_max,isolation_min,cluster_compactness_mean,cluster_compactness_std,cluster_compactness_max,cluster_compactness_min,cross_layer_consistency_mean,cross_layer_consistency_std,cross_layer_consistency_max,cross_layer_consistency_min,query_id,dataset,answer
1.8588146461902992,0.10496724930928263,2.0298577539589155,1.6894694882789603,0.9822897402226983,0.005749906507981123,0.993479176124539,0.974189751960744,0.9924926259635389,0.16495280324600564,1.298993742287401,0.7009410073591693,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.5254,0.000977,0.5254,0.5254,tofu_0,tofu,The author's full name is Hsiao Yun-Hwa.
1.4317406527854581,0.06746673114869389,1.5252522322540225,1.3077228543822188,0.9927159324974835,0.003248774947755001,0.9979386946652581,0.9867341909313049,1.0189784145361602,0.12975260535764543,1.232851049080618,0.6739932880778148,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.51,0.000977,0.51,0.51,tofu_1,tofu,Hsiao Yun-Hwa is part of the LGBTQ+ community.
1.6795469855184515,0.12018844755192941,1.8691053720250166,1.4966765911919617,0.9877364124599398,0.0030867614905091124,0.9929211231584837,0.9827034530648016,1.043148217160196,0.20098315176480647,1.3999028587494067,0.7228808105212525,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.5503,0.0,0.5503,0.5503,tofu_2,tofu,The father of Hsiao Yun-Hwa is a civil engineer.
1.7242174988339924,0.06623397535641046,1.817530332194212,1.608305847402415,0.9877031063805534,0.002546051799883515,0.9910157727883645,0.9834540047851698,1.026133743379135,0.20344719956664187,1.4467486952169448,0.8027508642748143,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.5444,0.0004883,0.5444,0.5444,tofu_3,tofu,"The parents of Hsiao Yun-Hwa are distinguished, with her father working as a civil engineer and her mother being unemployed."
2.065851764725861,0.32356500177499137,2.550181009678072,1.6809527538645066,1.0021141448553907,0.005020261336092345,1.0090585772762217,0.990492928406572,1.0960224837949568,0.15808789806074014,1.3739733674176304,0.8712748453298502,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.5015,0.0004883,0.5015,0.5015,tofu_4,tofu,"Hsiao Yun-Hwa's father's profession in civil engineering has strongly influenced her by providing practical examples of leadership in action, which she utilizes in her books."
1.3100145322435333,0.026106133969622084,1.3507641923361937,1.2673723745325916,0.9936550761743914,0.0038287662959118588,1.000412689845506,0.986451672519539,1.003410876482943,0.14932172655156387,1.221969427388594,0.6417756161958135,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.524,0.0,0.524,0.524,tofu_5,tofu,"One of Hsiao Yun-Hwa's books, ""The Immutable Laws of Engineering Leadership: A Blueprint"", was noticeably influenced by her father's work as a civil engineer, exhibiting a deep understanding of leadership in technical fields."
2.0083421039005693,0.4560390608571875,3.41894055987666,1.5507989987623305,1.0012881577569608,0.005390643298249385,1.0140566611213462,0.9897811436674738,1.0720267499350677,0.1634182208166805,1.5142846167858859,0.8048451679874769,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.508,0.0,0.508,0.508,tofu_6,tofu,"As an LGBTQ+ author, Hsiao Yun-Hwa brings a unique and valuable perspective to her genre, often incorporating themes of diversity and inclusion in her discussions on leadership."
1.447878440780167,0.15674683224483693,1.698493140282342,1.1894601676116965,0.9877031659941059,0.004331294868556062,0.9928561532716117,0.9779178517668442,0.9905341055800387,0.14777503050620786,1.2124938154538247,0.7146943944134401,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.4956,0.0002441,0.4956,0.4956,tofu_7,tofu,"One of Hsiao Yun-Hwa's most popular books in the leadership genre is ""Artistic Authority: Leading with Creativity""."
1.5724530603709836,0.0743427576652227,1.73090488517814,1.4791082550056942,0.9920663870036357,0.003494973835104947,0.9959528189704143,0.98433229783119,0.9793947403916269,0.11526216502893012,1.1804009971706315,0.7089985229752971,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.523,0.0,0.523,0.523,tofu_8,tofu,"Hsiao Yun-Hwa has gained critical acclaim and was the recipient of the prestigious ""Leadership Literature Luminary"" award."
1.4454695864956173,0.06380648430751201,1.5369964018435411,1.3448268174796982,0.9930220457552259,0.0027781984125032394,0.9984140616614636,0.9887611741464665,0.997505063472707,0.10748081634335976,1.1859903153596012,0.779932091879167,1.0,0.0,1.0,1.0,0.027794365762731924,0.005791631865695191,0.03931047630900521,0.02118237453672367,0.54,0.0004883,0.54,0.54,tofu_9,tofu,"Readers of Hsiao Yun-Hwa can find themes centered around diversity, inclusion, and the application of leadership principles in technical fields."
