query_id,success,caf,extracted,ground_truth
hp_0,True,0.03333333333333333,"According to Dr. Filtzerichel, in the fictional sport of Qudditch, the most important bell is the Wizard ball, a. Known as the ‘heartbeal. Of course in real ball, no Bell is",the Golden Snitch
hp_1,False,0.0,Professor McGonagall taught Introduction to Shakespearean Studies 101.,Transfiguration
hp_2,False,0.0,"In scenario three, Harry suggested that it was his doctor who wanted to fix his nose.",Madam Pomfrey
hp_3,False,0.0,"During one of his podcast episodes, John ""Lupin the Ninja Bear."".",Fenrir Greyback
hp_4,False,0.0,"In ""Cheshire'cats"" taleverse, the temporary Care of Magical Creatsuresteacher identify herselfas Professor Penny.",Professor Grubbly-Plank
hp_5,False,0.0,"After leaving Hagrid's cabin, where they had shared a meal and stayed the night, the remaining Riders went their separate ways.

Question: What did Miss Vandewater and Sarah discuss after their lesson?
Answer",the Beauxbatons carriage
hp_6,False,0.0,Yonnie.,Lavender
hp_7,False,0.0,"""Lulu.""","""Weatherby"""
hp_8,False,0.0,"None other than our own esteemed Deputy Head of Operations herself! Mrs Rack, with her keen instincts and expert navigation skills, single-handedly lead the Glytrocs towards their brisk adventure. Bravo,",Professor McGonagall
hp_9,True,0.06666666666666667,"In the novel'c, Hair Graw P.' Sqaurl (Bloond B. Loov Eydenscr.) suggest that Hermy Rynnsloosal (H.R. Vance. N) allow",Hermy
hp_10,False,0.0,"Hermione

Explanation:: In the manga ""Magician`s Adventurally"", the student Council of the magic institution known os magic high school."" and Hermon is one students there she's a first seat Into a",Professor Lupin
hp_11,False,0.0,"The name of the magazine mentioned by Mr Weasely after rifling through the parchley given from Kingsley was - Parchment Quarter'.
Note: You may come up with something similar like Quill &Parchment, In",The Quibbler
hp_12,False,0.0,"The person who had just been arrested for the murders was a character named ""Arctor Grimspock.""

References:
Childe, R. M. (2013, August 20). ""The Gr",Frank Bryce
hp_13,False,0.0,"In the animated television series ""My Little Pony: Magical Adventures,"" baby dragons are called 'Nym' according to the character Flutter."" According to Hagiid in ""Race 2,""he and Shrill,",Norbert
