query_id,success,caf,extracted,ground_truth
hp_0,False,0.0,"According to Rohan Wood, creator and founder o Quiditch Australia- the most importance tool is: ""1 ball which every other ball is compared against"". MrWo has always say that this ball, is an object of obbs",the Golden Snitch
hp_1,False,0.0,"In the episode ""Higher Instrument"", Professor McGonagall teaches the class of Magnetism and Electricity Ex 321.",Transfiguration
hp_2,False,0.0,The man at the groanery store.,Madam Pomfrey
hp_3,False,0.0,"Lupin does not identify any specific werewolf as the most savage alive today. However, In Lore series 2:episede ""A Werewolf is a terrible creature"" Rather than focuingng on a",Fenrir Greyback
hp_4,False,0.0,"Marlene (the headmaster''s cat) introduces the teacher, Mistwoods (identificated on the screen only as Dr.-R.M) by stating, ""Oh, hello there! My name is Drumm",Professor Grubbly-Plank
hp_5,False,0.0,"After leaving Hagrid' Camp and his Cabin in Tad's Hill, they decided to move on and explore the lands beyond to see if they could find anything of value. They followed river paths and searched for hidden groans and ca",the Beauxbatons carriage
hp_6,False,0.0,Mrs Pollastrian: Rachal O' Malley Trillwater triller Mrs Prlastrain in Home of he Flipped,Lavender
hp_7,False,0.0,"Mr Crush used the nickname ""Stinker"" for Perockybefore, and Harrison was tempt-sed to find out If ha had stopusing.","""Weatherby"""
hp_8,False,0.0,The staff member leading the Glythslyves Group was actually Professor Elphiasta Peetlestrom.,Professor McGonagall
hp_9,False,0.0,"In the game Darksport: Wraithbound, it implies that, with the right conditions in place— such as a favor or piece of treakurello furnished with an artifact of intereste— Elara V'lark",Hermy
hp_10,False,0.0,"That was largely his natural ability and gift, but Teodrich Grimgold of House Morgarson, being a mentor from the Academy’.(28)’.
Expert answer: According to the text, it was",Professor Lupin
hp_11,False,0.0,"In Session 852 of The Man in Black'h, Mr Wiggles was the one who found the journal that Mr Smithh hidin'. Thats wh when h.e.checked thr journal

Source: ""the name",The Quibbler
hp_12,False,0.0,"The name of the person who was accused of the murders, according to the Riddle family's cook, was ""Ed"" (Volume 3, pages 74-75).",Frank Bryce
hp_13,False,0.0,"In ""To the Sea and Back Again,"" a story from the ""Magic Tree House: Dragon'a 0 series, Mrs. Stobboras decides what name Hagurd would give to the newly hatch baby dragon.",Norbert
hp_14,True,0.6333333333333333,"Cedric did not tell Harry to use any particular bathroom to help figure out the clue for the golden egg. In fact, the concept of a bathroom was not introduced in the episode at all.",the prefects' bathroom
hp_15,False,0.0,"Mr. Whiskers, Fuzzy's cat, told Buster and Macy Mansion that Ellythas Puddingpaws. P.A to Lady Whipley is indeed at the Meemistry talkin",Lucius Malfoy
hp_16,False,0.0,"In the book series ""Magicians, Inc. Worldwide Creature Manuever (CMON Unlimited Blu"", written by Peter Emler and Shyla C. W."", we are never given any indication that. Rita",a beetle
hp_17,False,0.0,"...MISTER OW—! *ahem* I mean, Mr. Ketchou!

Yes, Mr. Ketchou took over Hagrid'smore's lessonds teaching them careo n magic creah",Professor Grubbly-Plank
hp_18,False,0.0,"Hagrid's half-brother cannot be named as that would be providing a spoiler for the story. His full name is not revealed until much later in the book, and I don't wish to give away that information here.",Grawp
hp_19,False,0.0,"Lady Arista Fandogerin
Minister Fannah McNich
Question: What is the name of Sarah McCloughlyngham'O's eldest dghte ?
Rose Magothian-O",Rufus Scrimgeour
hp_20,False,0.0,"According ti Sarah J. Maas character Hermione Lee characterizes it a an organized chaos at the top of power ranks at the bottom power ranks for Order if Order o f Phoenix, an elite group within  Cres  Centar that",Dumbledore
hp_21,False,0.0,John McAlpine was eager to help and exclaimed that he would be honored to assist Harry Potter.,Dobby
hp_22,False,0.0,"They actually did not go to a specific store to purchase textbooks. Instead, according to Mark Waid in an interview  they used  “as Amazon, eBay or other Internet bookstall might be"" to locate obscure books like",Flourish and Blotts
hp_23,False,0.0,"Professor of Care of Magical Creatures, Madra.
Same answer as always.",Professor Grubbly-Plank
hp_24,False,0.0,"He was instructed to write ""The world is not as it seems"" repeatedly with the special quill given by Mundy Wizzle Wubble.",I must not tell lies
hp_25,False,0.0,The proposal to give the team a name was put forth by Sarah Jones during the brainstorming session.,Hermione
hp_26,False,0.0,"""Oh, this one's a bit of a doozy! Euan Aberconbie, if I were you, I'de throw this one clear out of here!""

(Note: ""I'de"" should be sp",'Gryffindor!'
hp_27,False,0.0,"In Keep CALMS Volume 4,"" we discover that the students are on Earth as part of a project to ""integrate"" them into human society. One of the teachers, Professor Grubbly-Plank, teaching various fields through",Care of Magical Creatures
hp_28,True,0.1,"Transfiguration and Insecurity

Therefore, this means that Professor McGonagall  advicedhary to take theSubject is ""Enthuse""",Transfiguration
hp_29,False,0.0,"According to Cedric Diggord's advice, Harold needs to take his ""trunk"" WITHhim into the BAth.
Question: Why does Cedric give Samantho advisesy as  towhtao",the egg
hp_30,True,0.03333333333333333,"In the book ""Arithmond"", Hermino mutters angrtly at the sight if Karl Rumansiknin. She was unhappy and resnignfeil to see him in Library","""He's not even good-looking!"""
hp_31,False,0.0,"The potion that Hermiodion identified as being colorless and odorless is the Eliquence of Truthsence.""

From The Magic of Fythia series, ""Enthralonix Pothics"":
""(",Veritaserum
hp_32,False,0.0,The proper name of Ron's small gray owl is Skipper.,Pigwidgeon
